"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Views,Reach,Likes,Shares,Follows,Comments,Saves
18049961678019039,17841407868310918,kan_news,"כאן חדשות","הלילה בתימן: מתקפה אווירית רחבת היקף 👇

בלב הפעולה נגד החות'ים: שיתוק כלל הפעילות הכלכלית שלהם בנמל חודיידה ובבירה צנעא",10,"12/18/2024 21:43",https://www.instagram.com/reel/DDv6XfAoNTa/,"IG reel",,Lifetime,49198,32498,954,36,6,123,24
17843968776371734,17841407868310918,kan_news,"כאן חדשות","השתלשלות האירועים הלילה ☝️",0,"12/18/2024 22:00",https://www.instagram.com/p/DDv8YLZou9-/,"IG carousel",,Lifetime,88907,57057,3061,106,1,47,61
18032860283148510,17841407868310918,kan_news,"כאן חדשות","טיל בליסטי מתימן (או רסיס שלו, או רסיס יירוט, זה עדיין בבדיקה) פגע להם בבית הספר, ועכשיו הם יצטרכו להגיע כל בוקר לבית ספר חדש
@yoavborowitz",38,"12/19/2024 00:48",https://www.instagram.com/reel/DDwPlfMBWNq/,"IG reel",,Lifetime,59709,39764,843,126,15,141,46
18005960402689648,17841407868310918,kan_news,"כאן חדשות","קואליציה למען חזרה לעזה 👇

שדולה חדשה נולדה בכנסת, ""לחידוש ההתיישבות בחבל עזה"". יושבי הראש שלה עם חברי הכנסת לימור סון הר-מלך וצבי סוכות מעוצמה יהודית והציונות הדתית. בסיור בגבעת קובי ליד שדרות לציון הקמת השדולה, השתתפו גם הח""כים אושר שקלים מהליכוד ויצחק קרויזר מעוצמה יהודית. גם יו""ר תנועת ""נחלה"" דניאלה ווייס השתתפה בסיור החגיגי. 
@dikla_aharon",0,"12/19/2024 01:46",https://www.instagram.com/p/DDwWQqDMctR/,"IG image",,Lifetime,46439,36656,846,76,0,307,29
18058619476916076,17841464234747957,kan_reshetb,"כאן רשת ב","זוכרים את סמל אורי לוקר | #בלתי_נשכחים",58,"12/19/2024 03:11",https://www.instagram.com/reel/DDwf5M1IjVz/,"IG reel",,Lifetime,48622,37885,1219,60,11,378,0
17999247515541009,17841407868310918,kan_news,"כאן חדשות","אין תחקירים - אין מינויים 👇

לשכת שר הביטחון הודיעה שישראל כ""ץ הנחה את הרמטכ""ל לסיים את התחקירים על אירועי 7 באוקטובר עד לסוף חודש ינואר הקרוב. שר הביטחון גם הודיע שהוא לא יאשר מינויי אלופים חדשים בצה""ל עד שיקבל לידיו את התחקירים ויבין אם הם עשויים להשפיע על קידום המועמדים

מה דעתכם? 🤔

@suleimanmas @carmelamenashe 
צילום: חיים גולדברג, תומר ניוברג - פלאש 90",0,"12/19/2024 03:53",https://www.instagram.com/p/DDwkwHjqKL_/,"IG image",,Lifetime,51198,40225,1364,47,0,225,34
17849726007363525,17841464234747957,kan_reshetb,"כאן רשת ב","“השוטרים צחקו עליי, הושפלתי”: קובי לוי, הלום קרב, עלה לאוטובוס עם כלב שירות - ונעצר",68,"12/19/2024 05:38",https://www.instagram.com/reel/DDwwog2oQML/,"IG reel",,Lifetime,123542,79876,3961,235,18,895,0
17906139737981069,17841407868310918,kan_news,"כאן חדשות","למה האירים לא אוהבים את ישראל? #רקשתדעו",187,"12/19/2024 06:01",https://www.instagram.com/reel/DDwzRwiMyFT/,"IG reel",,Lifetime,120792,68022,3071,509,19,298,384
18078853759604688,17841407868310918,kan_news,"כאן חדשות","אביו של גיא תימור ז""ל הגיע לזירת תאונה ליד הבית - ולא ציפה למצוא שם את בנו שוכב על הכביש ללא רוח חיים אחרי שנדרס בידי נחמן חורי, שנהג ללא רישיון ובהשפעת סמים

@maya_rachlin #זמןאמת",27,"12/19/2024 10:15",https://www.instagram.com/reel/DDxQbS4po4r/,"IG reel",,Lifetime,127853,69778,2244,114,9,258,129
18142448728363915,17841407868310918,kan_news,"כאן חדשות","תיעוד חריג מסוריה מהימים האחרונים: לוחמי צה""ל שפועלים בכפר ג'באתא אלח'שב מצפון לקונייטרה, דרשו מתושבי הכפר להעביר אליהם אמצעי לחימה. בתיעוד נראה אמל""ח רב שתושבי הכפר הסורי, 4 מ""ק מול בוקעאתא, הוסגר לידי צה""ל
Itay Blumental",29,"12/19/2024 12:40",https://www.instagram.com/reel/DDxg-zlv_mR/,"IG reel",,Lifetime,98470,56598,2884,230,8,169,151
18352623691126651,17841407868310918,kan_news,"כאן חדשות","עדות בלעדית מתימן👇

עיתונאי מצנעא, סיפק הצצה למאחורי הקלעים בתימן וסיפר כי המציאות בשטח מורכבת יותר. החות’ים מצידם מקווים לנצל את התקיפות הישראליות כדי לגשר על היחסים עם הציבור התימני, ומסרו כי לא ינמיכו את קצב התקיפות
@roikais",0,"12/19/2024 13:24",https://www.instagram.com/p/DDxmGN3Imzo/,"IG carousel",,Lifetime,73622,45970,1606,31,1,22,42
17970483677815340,17841407868310918,kan_news,"כאן חדשות","מהר, לפני שייגמר: עוד מעט עיריית בני ברק אוסרת על סיורים קולינריים ליליים בעיר - ולשאול יש כמה המלצות לפני שיהיה מאוחר מדי #מקורב_לצלחת @shaulams",49,"12/20/2024 00:01",https://www.instagram.com/reel/DDyu9C9ypCZ/,"IG reel",,Lifetime,84076,54375,1691,1017,18,97,368
18276223198216759,17841407868310918,kan_news,"כאן חדשות","המונים משתתפים בתפילה להשבת החטופים בכותל, כולל אימהות ובנות משפחות חטופים 

@veredpelman
צילום: משמרת 101",0,"12/20/2024 01:02",https://www.instagram.com/p/DDy17-sImvz/,"IG carousel",,Lifetime,155878,136672,7517,170,2,111,82
17931327779969562,17841407868310918,kan_news,"כאן חדשות","המלך צ׳ארלס כן - נתניהו לא? 👇

בעוד כחודש יציינו 80 שנה לשחרור אושוויץ באירועים שייערכו בפולין, בהשתתפות עשרות ראשי מדינות מרחבי העולם, כולל המלך צ׳ארלס. לפי דיווחים פולניים, דווקא ראש ממשלת ישראל נתניהו לא צפוי להגיע לטקס - ״מחשש שייעצר״ בעקבות הצווים שהוציא בית הדין הבין-לאומי בהאג. 

לפי הדיווח, מי שצפוי להגיע לאירועים במקום נתניהו הוא שר החינוך קיש

@alexnirenburg
צילום: נתי שוחט, חיים גולדברג - פלאש 90",0,"12/20/2024 01:34",https://www.instagram.com/p/DDy5lcMOZG5/,"IG image",,Lifetime,67248,49657,2196,142,0,193,66
18379427209110217,17841407868310918,kan_news,"כאן חדשות","בן 27 מחיפה פגש מכר באוטובוס ודקר אותו בגלל שלטענתו הסתכל עליו ב״מבט מאיים״

@wassermanmichal
צילום: משטרת ישראל",4,"12/20/2024 03:35",https://www.instagram.com/reel/DDzHg19AEO8/,"IG reel",,Lifetime,330845,103939,2302,956,7,424,228
18022546493335381,17841407868310918,kan_news,"כאן חדשות","מעיריית אשדוד נמסר: ״שבר ענן הוריד כמות משקעים עצומה בזמן קצר מאוד. ההערכה היא כי ירדו בין 20 ל-30 מילימטרים של גשם תוך כ-20 דקות בלבד״

@itsik_z",25,"12/20/2024 05:10",https://www.instagram.com/reel/DDzSVMoJ3bQ/,"IG reel",,Lifetime,64335,38753,850,241,4,66,35
18043319828235513,17841438241983957,kanmoreshet,"כאן מורשת","בראיון לידידיה תנעמי ב’כאן מורשת’ הרב הסופר עודד דוד תיאר את דמותו של חברו היוצר אליעזר בוצר ז”ל, כמשורר ולוחם סיירת בצה”ל אדם אהוב ואהוד, משפיע ותורם יחד עם אשתו שנים רבות במרכז הרוחני בתל אביב ובבית היהודי בהודו “דמות עוצמתית, צדיק שתמיד עם ספר ביד” 

בוצר הותיר אחריו אישה ו8 ילדים",0,"12/20/2024 05:24",https://www.instagram.com/p/DDzT59nI4KE/,"IG image",,Lifetime,47482,36022,620,21,3,17,0
18140704849365228,17841407868310918,kan_news,"כאן חדשות","תכירו את החמושים מג'נין שרוצים שאבו-מאזן ילמד
מאסד - ויסתלק
#שובר_חומות @eliorlevy",354,"12/20/2024 05:43",https://www.instagram.com/reel/DDzWBlpqulN/,"IG reel",,Lifetime,100836,63116,2261,484,19,155,215
18286344631171684,17841407868310918,kan_news,"כאן חדשות","סבתא מעל הקבר של הנכדה 💔 ""הייתי מוכנה להתחלף איתך""

@vicoatooan",81,"12/20/2024 13:01",https://www.instagram.com/reel/DD0IOSIuPJR/,"IG reel",,Lifetime,88544,55383,4286,124,20,744,143
18048614147492686,17841407868310918,kan_news,"כאן חדשות","הדיווח הרשמי של הרשויות בגרמניה אומר 2 הרוגים, אבל עיתון ה""בילד"" כבר מדווח על 11 הרוגים ולפחות 60 פצועים",27,"12/20/2024 13:14",https://www.instagram.com/reel/DD0Jr_DNvl3/,"IG reel",,Lifetime,116721,59201,1529,170,6,356,81
18075121207720859,17841407868310918,kan_news,"כאן חדשות","מכתש בגינת הילדים, בין בניינים: אזעקה הרעידה הלילה את גוש דן בעקבות ירי טיל בליסטי מתימן. הטיל פגע בגינת משחקים ביפו
@hadasgrinberg",19,"12/20/2024 18:35",https://www.instagram.com/reel/DD0ueiOoSNm/,"IG reel",,Lifetime,82462,46783,1283,258,13,144,63
18266319298267072,17841407868310918,kan_news,"כאן חדשות","אם אין פסטה תאכלו עוגות? המחירים לא מפסיקים לעלות והקניות הבסיסיות בסופר הפכו לסיוט
@lielkyzer",64,"12/21/2024 01:01",https://www.instagram.com/reel/DD1alvqvb2a/,"IG reel",,Lifetime,91532,53292,2065,208,6,181,86
18258369574261299,17841407868310918,kan_news,"כאן חדשות","החדר של זוהר בת השנתיים נהרס בעקבות השיגור מתימן - אמה סיפרה: ""במזל גדול היא ישנה הלילה איתי. אני לא יודעת אם הייתי מספיקה לקחת אותה אם היא הייתה כאן בחדר""
@oferhalfono",28,"12/21/2024 06:35",https://www.instagram.com/reel/DD2A1OUsBWL/,"IG reel",,Lifetime,40490,26302,504,30,6,74,15
18038935349462114,17841407868310918,kan_news,"כאן חדשות","“הם כבר הכריזו עלינו כמשפחה שכולה״👇

הוריו של החייל החטוף נמרוד כהן, שממנו התקבלו אותות חיים, קיבלו הזמנה ליום משפחות שכולות של חטיבה 7 של השריון. יהודה כהן אביו התרעם בשיחה עם כאן חדשות: ""הם כבר הכריזו עלינו כמשפחה שכולה"".

יהודה הוסיף: ""את דוח החקירה הרשמי על כל הההתנהלות הפושעת של היחידה לגבי הטנק עוד לא קיבלנו, אבל כן קיבלנו מהם את התואר הנכבד משפחה שכולה. שהציבור ידע איך המערכת שהפקירה את הבן שלי מתייחסת אלינו"".
 
בקשת תגובה הועברה לדובר צה""ל, אך טרם התקבלה תשובה. לאחר ההכרזה על נפילתו של עומר נאוטרה ב-7 באוקטובר וחטיפת גופתו לעזה, עלה שנמרוד הוא החייל היחיד ששרד את ההיתקלות ונחטף בעודו בחיים לעזה.

@nofarji",0,"12/21/2024 08:28",https://www.instagram.com/p/DD2N1C9t84X/,"IG carousel",,Lifetime,89251,54559,2518,99,0,73,56
18158216176335017,17841407868310918,kan_news,"כאן חדשות","מתחשמק לכם שמעק? תכירו את הטבק החרדי
#מקורב_לצלחת Shaul Amsterdamski",37,"12/21/2024 12:01",https://www.instagram.com/reel/DD2mHU1s84d/,"IG reel",,Lifetime,291270,187720,4345,3887,48,102,408
17949537794875851,17841407868310918,kan_news,"כאן חדשות","160 ילדים חולצו מהכת החרדית “לב טהור” בגואטמלה 👇
הרשויות שוקלות להגיש כתבי אישום, שיכללו סחר בבני אדם, הריון בכפייה, התעללות בקטינים ואונס
@moavvardi",172,"12/21/2024 12:35",https://www.instagram.com/reel/DD2hQvAIlNt/,"IG reel",,Lifetime,116212,63754,3397,589,13,166,249
18259745935255840,17841407868310918,kan_news,"כאן חדשות","בהתאם להצהרות של בכירי מערכת הביטחון, לאחר התקיפה שלשום בתימן, בישראל נערכים למתקפה נוספת בתימן נגד המורדים החות’ים – והפעם, בניגוד לשלוש התקיפות הקודמות, מנסים לרתום למהלך משמעותי גם מדינות נוספות. כך פורסם הערב בחדשות השבת בכאן 11.
@itayblumental 

צילום: רויטרס",0,"12/21/2024 13:00",https://www.instagram.com/p/DD2s5FYIuU0/,"IG carousel",,Lifetime,68725,40633,1591,11,0,52,34
17980039874792075,17841464234747957,kan_reshetb,"כאן רשת ב","השר דוד אמסלם: לא תחזור התיישבות יהודית לרצועת עזה. מי שמדבר על זה מדבר סתם באוויר

#קלמןליברמן",38,"12/22/2024 00:03",https://www.instagram.com/reel/DD34oNVsU_p/,"IG reel",,Lifetime,46561,28121,334,28,2,71,0
18298735897231998,17841407868310918,kan_news,"כאן חדשות","אזהרת טריגר - תמונות ותיאורים קשים ⚠️

משפחתה של ניצולת הנובה שיראל גולן ז״ל טוענת כי חודשים ספורים לפני ששמה קץ לחייה, היא חוותה אלימות קשה ממאבטחי בית החולים הפסיכיאטרי ״לב השרון״. 

אייל, אחיה של שיראל, סיפר שאחותו חוותה התקף חרדה לאחר ששמעה שניים מאנשי צוות בית החולים מדברים בניהם בערבית. בזמן ההתקף, לטענתו, המאבטחים נהגו כלפיה באלימות: ״הם הגיעו אליה ראשונים ובמקום לקרוא לצוות רפואי או למטפלים, הם פשוט - אין לי תיאור אחר לזה - פוצצו אותה במכות. אמא שלי הגיעה ביום למחרת, ראתה את החבלות וצילמה אותן״. 

האח הוסיף: ״שיראל נכנסה לרגרסיה בעקבות המכות. כל מקום טיפולי כזה או אחר הוא סכנה. היא פשוט חוותה את 7 באוקטובר מחדש״.

בית החולים ״לב השרון״ החליט להקים ועדת בדיקה לאירוע שתיאר האח

@kereneubach
צילום: באדיבות המשפחה",0,"12/22/2024 02:37",https://www.instagram.com/p/DD4KcowIYvW/,"IG carousel",,Lifetime,419920,288476,6389,716,10,430,383
18049780394483744,17841407868310918,kan_news,"כאן חדשות","אולי אנחנו לא כאלה שונים זה מזה? אמא של החטוף רן גואילי ואמא של החטופה רומי לשם גונן נפגשו לשיחה על המאבק להשבת ילדיהם ❤️

@moavvardi",358,"12/22/2024 04:31",https://www.instagram.com/reel/DD4W9xroKzO/,"IG reel",,Lifetime,108249,69721,2991,117,4,115,182
17937655910951003,17841407868310918,kan_news,"כאן חדשות","עוד עשרה ימים הכול הולך להתייקר. על מה נשלם ב-2025 יותר, וכמה? האם בעלי העסקים יגלגלו את ההתייקרויות עלינו, הצרכנים? ואיך נוכל בכל זאת לחסוך? @dana_yarkechy יצאה לבדוק, בסדרת כתבות שתשודר הערב ובשבוע הקרוב בחדשות הערב בכאן 11",75,"12/22/2024 09:13",https://www.instagram.com/reel/DD43s-8PqVj/,"IG reel",,Lifetime,43671,29451,891,146,4,185,36
18022371089558394,17841407868310918,kan_news,"כאן חדשות","נערה בת 17, בלי מחלות רקע או גורמי סיכון, נפטרה בבית החולים לאחר שחלתה בשפעת ומצבה החריף. לאחרונה הצטברו כמה מקרים מטרידים של ילדים בריאים שחלו בשפעת שהסתבכה ומצבם קשה מאוד, בהם ילד בן עשר שחובר למכונת אקמו. 

הנערה שנפטרה בבית החולים שערי צדק בירושלים הייתה גם היא מחוברת למכונת אקמו במשך כמה שבועות, והרופאים נלחמו על חייה. המומחים למחלות זיהומיות מתריעים כי מדובר בהצטברות מקרים מדאיגה, שכן נדיר שילדים בריאים ללא מחלות מתים משפעת. 

פרופ’ גליה רהב, יו”ר האיגוד למחלות זיהומיות, ציינה שכל הילדים שמצבם קשה חלו בשפעת מזן B, זן שבדרך כלל אינו מוגדר זן אלים במיוחד. יש לציין כי הילדים שמצבם הסתבך לא חוסנו נגד שפעת. מנתוני משרד הבריאות עלה כי שיעור ההתחסנות בקרב הילדים אינו גבוה ועומד כרגע על כ-10%, וכעת רופאים רבים קוראים להורים לחסן את ילדיהם

@kettydor
צילום: יוסי זמיר, פלאש90",0,"12/22/2024 11:53",https://www.instagram.com/p/DD5KFWxIFde/,"IG carousel",,Lifetime,125377,76051,2131,1041,4,118,151
18046461440327498,17841407868310918,kan_news,"כאן חדשות","💥 לראשונה: שני סוכני מוסד חשפו את אחד המבצעים המתוחכמים בתולדות הארגון

בראיון נדיר לתוכנית ""60 דקות"" ב-CBS, הם סיפרו איך הצליחו לרמות את חיזבאללה במשך עשור שלם - ולגרום לארגון לקנות אלפי מכשירי קשר ממולכדים. המוסד הקים חברות דמה, זייף פרסומות, שכר סוכנת מכירות אמיתית והמתין בסבלנות. התוצאה: מבצע שגרם לחיזבאללה ""להתחנן להפסקת אש""
@nathanguttman",0,"12/22/2024 20:00",https://www.instagram.com/p/DD6BwoZCmah/,"IG carousel",,Lifetime,97812,61026,3564,300,0,54,165
18056191690797813,17841464234747957,kan_reshetb,"כאן רשת ב","הנגד א' מבקש חנינה מנשיא המדינה הרצוג: ""הוא חף מפשע. אנחנו מודים שהוא לא היה צריך לפעול כמו שפעל, אבל זה לא עולה לכדי עבירה פלילית""

#קלמןליברמן",0,"12/22/2024 23:39",https://www.instagram.com/p/DD6a4PMsglA/,"IG carousel",,Lifetime,57849,31777,653,33,1,32,0
18078594946595864,17841407994705156,nurityohanan,nurit,"במליציות הפרו איראניות בעיראק מודים: עצרנו את הפעולות נגד ישראל",46,"12/23/2024 00:27",https://www.instagram.com/reel/DD6gUGxtWUr/,"IG reel",,Lifetime,27075,17219,311,24,3,11,0
18113103397432387,17841407868310918,kan_news,"כאן חדשות","""המקור הכי טוב בעולם"": מנהל ערוץ הטלגרם ""חדשות בזמן"" טוען שקיבל מידע מראש על חיסול נסראללה - דרך רעיית ראש הממשלה שרה נתניהו
איטה גליקסברג",96,"12/23/2024 01:53",https://www.instagram.com/reel/DD6qIynpOrr/,"IG reel",,Lifetime,109364,61098,3220,1293,32,302,292
18012137387663411,17841407868310918,kan_news,"כאן חדשות","בעקבות תלונות של חיילים על מח""ט צנחנים אל""מ עמי ביטון, בצה""ל ערכו תחקיר על התנהלותו - והוא ננזף בידי אלוף פיקוד מרכז על יחס לא ראוי ואפליה בין מפקדים בחטיבה עד לכדי התעמרות. 

באשר ליתר הטענות שנשמעו - בין השאר, על סיכון לוחמים ואי חתירה למגע - בצה""ל אמרו שהן ""לא הגיעו לידי טיפול משמעתי""

@menashecarmela  @ItayBlumental
צילום: דובר צה""ל",0,"12/23/2024 04:40",https://www.instagram.com/p/DD69R-HK0Os/,"IG image",,Lifetime,54867,42601,1316,62,0,39,25
18332066101155946,17841407868310918,kan_news,"כאן חדשות","""מי שמאיים על המפכ""ל פוגע בדמוקרטיה"" 👇

יו""ר מפלגת הדמוקרטים יאיר גולן פנה למפכ""ל דני לוי: ""תעצור לפני שיהיה מאוחר מדי. לא לעולם חוסן, אם צריך - גם איתך נבוא בחשבון"".

בן גביר הגיב ואמר שהדברים הם ""חציית קו אדום מסוכנת ואיום בלתי נסבל על שלטון החוק"", גם שרים נוספים מהקואליציה יצאו נגד דבריו של גולן

@yaara.shapira.1
צילום: ערוץ הכנסת",38,"12/23/2024 06:22",https://www.instagram.com/reel/DD7I68QOTuN/,"IG reel",,Lifetime,29531,18703,780,49,1,402,21
18065492692793983,17841407868310918,kan_news,"כאן חדשות","הנגד המואשם בפרשת המסמכים👇

הותר היום לפרסום כי ארי (אהרון) רוזנפלד, הוא הנגד שנאשם בפרשת המסמכים המסווגים בלשכת ראש הממשלה. ארי ביקש להתיר את פרסום שמו, שהיה אסור בפרסום מתוקף היותו נגד בחיל מודיעין.

המדינה התנגדה לפרסום פרטיו, אולם השופט אמר שעל אף שאינו מקל ראש בטיעוני התביעה, ניתן לאזן בין הדברים עם פרסום שמו ופרטיו, תוך שנאסר פרסום מידע לגבי דרגתו ותפקידו ""במובן זה שייאסר פרסום לגבי תחומי הפעילות והזירות בהן עסק או המתחה במהלך שירותו"".

בהחלטתו פירט השופט עלאא מסארווה את המניעים להטיית הכף לטובת הפרסום. צעד זה נחשב ליוצא דופן, מאחר והנאשם עצמו ביקש את איסור הפרסום. שכן לזכותו האפשרות לקדם את הגנתו ומכאן גם זכותו להתייצב בשמו ובפרטיו, וזכות הציבור לדעת.

העובדה שממילא רבים מהפרטים כבר פורסמו, לעניין זה קבע השופט מסארווה כי על אף שבדרך כלל ""הסוסים שברחו מהאורווה"" (כלומר אי אפשר לחזור אחורה) הוא טיעון עם משקל מוגבל, מאחר שבמקרה הזה הנסיבות שונות; גם העובדה שהנגד עדיין עצור, הקטינה את החשש לפגיעה בביטחון המדינה, כפי שטענו בתביעה.

כנימוק חמישי, כתב השופט כי איסור השם והפרטים אל מול רצונו של הנאשם, עלול להיתפס כמהלך פטרנליסטי. לסיום קבע השופט כי כאמור ניתן לצמצם את הפגיעה על ידי צמצום הפרטים המותרים לפרסום.

אי לכך, איפשר השופט את פרסום השם, אולם עיכב זאת עד היום כדי לאפשר למדינה להגיש ערר, אלא אם המדינה הייתה מודיעה עוד קודם
@almogtamar",0,"12/23/2024 07:18",https://www.instagram.com/p/DD7PV_7uBse/,"IG image",,Lifetime,53508,39348,855,20,0,50,28
18049607081489411,17841407868310918,kan_news,"כאן חדשות","נתניהו: ""יש התקדמות במגעים לעסקה - אינני יודע כמה זמן זה ייקח""

@dikla_aharon @shapirayaara",49,"12/23/2024 08:02",https://www.instagram.com/reel/DD7UVxrx8Ts/,"IG reel",,Lifetime,36168,23145,680,21,3,186,17
18081294538515856,17841407868310918,kan_news,"כאן חדשות","סתיו גטה ז""ל נרצחה כשהייתה בדרכה הביתה מהנובה, אמה אתי מגדלת את ילדיה נווה וריף הקטנים: ""כל עוד אני חיה הם לא ישכחו אותה"" 

@ifatamiel",76,"12/23/2024 09:01",https://www.instagram.com/reel/DD7bElgMuON/,"IG reel",,Lifetime,140982,89313,5927,256,13,242,157
17872764903166861,17841407868310918,kan_news,"כאן חדשות","כמה כסף יישאר לניר, אב לחמישה שעובד בשלוש עבודות, אחרי שנת הגזרות הכלכליות? 
הפרק השני בסדרת הכתבות #ישראלמתייקרת - הערב במהדורת כאן חדשות 

@dana_yarkechy",69,"12/23/2024 09:31",https://www.instagram.com/reel/DD7ekFdqBjE/,"IG reel",,Lifetime,35262,22631,490,54,1,35,26
17999949101536686,17841407868310918,kan_news,"כאן חדשות","הותרו לפרסום שמותיהם של שלושה לוחמים מגדוד 92 (שמשון) שנהרגו הבוקר מפיצוץ מטען מערבית לבית חאנון, בצפון רצועת עזה: סרן איליי גבריאל אטדגי, בן 22 מקרית מוצקין, סמ""ר נתנאל פסח, בן 21 מאלעזר, רס""ל במיל' הלל דינר, בן 21 מטלמון. יהי זכרם ברוך",0,"12/23/2024 10:25",https://www.instagram.com/p/DD7kyswN5Ez/,"IG carousel",,Lifetime,105265,66333,3144,185,1,323,31
18349110742120876,17841407868310918,kan_news,"כאן חדשות","""השעות הקריטיות לא קיימות בהקלטה""👇

משפחותיהן של התצפיתניות שנפלו ב-7 באוקטובר במוצב נחל עוז קיבלו הערב מצה""ל את הקלטות הקשר של בנותיהן. זאת, לאחר מאבק ארוך של המשפחות.

כעת נמסר מטעם המשפחות כי ההקלטות שקיבלו מצה""ל מסתיימות בשעה 04:48 לפנות בוקר ב-7 באוקטובר. בני משפחה ששוחחו עם כאן חדשות פנו לקצינות הנפגעים המלוות אותן וביקשו להבין מדוע לא הועברו הקלטות מהשעות הקריטיות שטרם הטבח. ""הכנו את עצמנו נפשית, חיכינו לרגע הזה יותר משנה ולבסוף השעות הקריטיות לא קיימות בהקלטה שהועברה. אם זאת לא טעות, זה מפח נפש רציני"", אמרו.",0,"12/23/2024 13:39",https://www.instagram.com/p/DD76_SmJHKX/,"IG carousel",,Lifetime,106742,60216,3803,110,1,112,137
18027613001273868,17841407868310918,kan_news,"כאן חדשות","אחותה של התצפיתנית שי אשרם ז״ל: ״שמעתי אותה צוחקת וזו הייתה סגירת המעגל שרצינו. הדבר הכי חשוב זה להחזיר את החברות של שי מהשבי״
@anna.pines",92,"12/23/2024 14:34",https://www.instagram.com/reel/DD8ANDuoGvy/,"IG reel",,Lifetime,63551,40417,1858,92,5,64,66
18033448316598675,17841407868310918,kan_news,"כאן חדשות","יהי זכרה ברוך 🕯️

הודעת דוברות קיבוץ ניר עוז:

בצער כבד, אנו מודיעים על פטירתה של חברת קיבוץ ניר עוז חנה קציר ז״ל, לאחר חודשים ארוכים של מאבק ומצב רפואי מורכב איתו התמודדה לאחר שחרורה מן השבי. 

*ההלוויה תתקיים היום בקיבוץ ניר עוז ולבקשת המשפחה אינה פתוחה לסיקור תקשורתי*

אנו משתתפים בצערה של המשפחה ומבקשים מן התקשורת לגלות רגישות בשעות קשות אלו, לכבד את הבקשה *ולא להתקשר למשפחה*.",0,"12/23/2024 23:20",https://www.instagram.com/p/DD89a42oB9c/,"IG image",,Lifetime,118939,89322,5068,120,3,143,43
18292729717238309,17841407868310918,kan_news,"כאן חדשות","מצמרר: ההקלטות של התצפיתנית שי אשרם שנפלה בנחל עוז - לפני 7 באוקטובר | ההקלטות המלאות במהדורה בכאן 11
@shanywmn",29,"12/23/2024 23:42",https://www.instagram.com/reel/DD8_6NEInnJ/,"IG reel",,Lifetime,144255,85240,2818,254,7,164,195
17906162925079801,17841407868310918,kan_news,"כאן חדשות","בישראל הופתעו: אנשי המנגנונים הפלסטינים משתמשים ב-RPG בג'נין
@itayblumental",0,"12/24/2024 00:46",https://www.instagram.com/p/DD9HRaBM_Gx/,"IG carousel",,Lifetime,77201,44749,1312,44,1,48,69
17906845242076937,17841407868310918,kan_news,"כאן חדשות","המע""מ הולך להתייקר ב-1%, מחירי הכבודה יעלו ב-11%-33%
@sharon_idan 

צילום: פלאש90",0,"12/24/2024 01:35",https://www.instagram.com/p/DD9M8LvsFdD/,"IG carousel",,Lifetime,84487,48377,1164,410,0,30,39
17974909436799888,17841407868310918,kan_news,"כאן חדשות","שלושה עובדים זרים נעצרו בחשד למעורבות בהיעלמותו של דוד קילברג, בן ה-84 מאשדוד, אשר נעדר מיום רביעי.  דוד, אינו מסוגל ללכת לבדו והוא מתנייד עם הליכון למרחקים קצרים. אולם, בחיפוש שנערך בביתו נמצא כי ההליכון נותר שם ביחד כל חפציו.

תחילה, המשטרה עצרה את המטפלת של קילברג ובן זוגה שעובד בבאר שבע, ובהמשך עצרו עובדת זרה נוספת, חברתה של המטפלת, שחשודה כי קיבלה מידע על אודות היעלמותו. השלושה חשודים בקשירת קשר לפשע ושיבוש חקירה. מעצרם הוארך עד ליום חמישי. 

ג'וד קוטלר, בת משפחתו של דוד, סיפרה: ""העובדת הזרה שלו טוענת שהיא השכיבה אותו לישון בתשע וחצי בבוקר וכשהיא התעוררה הוא לא היה. אבל אין שום אפשרות שהוא הלך ברגל, הוא לא הולך. שכן שעבר בחמש בבוקר סיפר שראה את הדלת פתוחה, היא הכחישה. סביר להניח שהוא לא בין החיים וחשוב למשפחה להביא אותו לקבורה בכבוד"".

@asaf_pozailov",0,"12/24/2024 05:44",https://www.instagram.com/p/DD9pYCZRA4i/,"IG image",,Lifetime,79895,56126,1834,109,0,53,51
18043275502990195,17841407868310918,kan_news,"כאן חדשות","טריק או ממתק? לשר השיכון יש גם וגם #מביאהתסעיף",113,"12/24/2024 06:21",https://www.instagram.com/reel/DD9tkg_CX7d/,"IG reel",,Lifetime,49568,31676,1021,239,1,73,52
18061478176892535,17841464234747957,kan_reshetb,"כאן רשת ב","רויטל, אימו של סמ”ר נתנאל פסח שנפל בקרב בעזה, בבקשה מעם ישראל: “שכל אחד יתקשר למישהו שהוא לא בשלום איתו וייתן לו חיבוק לזכרו של נתנאל”",79,"12/24/2024 06:33",https://www.instagram.com/reel/DD9u5kJIO64/,"IG reel",,Lifetime,70546,49915,1767,304,3,166,0
18061389574873591,17841407868310918,kan_news,"כאן חדשות","הערב במהדורה: מה המדינה עשתה כדי לבלום את יוקר המחייה? 
ספוילר: ""השם יעזור""

#ישראלמתייקרת @dana_yarkechy",85,"12/24/2024 07:30",https://www.instagram.com/reel/DD91gXItGxh/,"IG reel",,Lifetime,45110,29788,834,66,4,61,32
